什么,2069
医生,1450
请问,1138
现在,1046
治疗,850
没有,825
医院,820
皮肤,747
开始,671
怎么,621
脸上,584
这个,575
知道,562
还是,509
发现,496
一直,486
宝宝,478
可以,463
出现,444
感觉,418
您好,415
有点,415
这是,412
最近,404
一个,391
但是,381
需要,379
问题,377
过敏,374
疙瘩,359
严重,350
谢谢,344
时候,338
一下,322
皮肤科,315
痘痘,311
湿疹,310
检查,304
原因,303
之前,300
已经,300
身上,295
很多,293
还有,292
这样,287
今年,281
东西,281
怎么办,276
效果,275
药膏,271
几天,263
孩子,263
两个,262
今天,258
情况,253
咨询,251
然后,244
特别,244
应该,242
是不是,238
你好,235
怎么回事,233
红色,232
皮肤病,222
这种,220
比较,218
不会,217
脖子,214
突然,214
症状,211
地方,211
一样,208
激光,206
后来,202
之后,200
就是,199
明显,199
大腿,198
水泡,195
一块,191
头发,190
血管瘤,189
而且,188
如何,187
复发,181
左右,180
方面,177
一些,174
以前,173
晚上,173
出生,173
一个月,171
因为,168
越来越,165
关于,164
瘙痒,163
出来,163
手臂,162
一点,161
本人,161
正常,161
好转,158
起来,158
有没有,155
不痛不痒,155
不痒,154
其他,154
白色,154
很痒,152
手上,152
20,151
好像,151
反复,151
一次,148
目前,147
手术,146
不能,145
23,145
自己,144
两天,143
看过,142
不是,142
皮肤过敏,141
经常,140
方法,140
大概,139
或者,139
昨天,138
好多,138
红肿,136
胳膊,134
如果,133
30,133
10,133
28,131
一年,131
是否,130
处理,130
脱皮,129
中药,128
额头,128
年龄,127
平时,127
看看,126
影响,126
24,125
头皮,125
全身,124
引起,124
手指,123
办法,123
里面,122
几个,121
疹子,121
26,120
时间,120
脱发,120
25,120
27,115
三个,114
白癜风,114
一周,113
可能,113
去年,113
上长,111
大小,111
小孩,110
蚊子,109
疤痕,109
以后,108
有时候,107
注意,107
18,105
指甲,105
用药,104
感染,104
有些,104
麻烦,103
图片,102
鼻子,102
不好,101
29,100
药物,100
乳膏,99
22,98
颜色,98
红斑,98
慢慢,97
的话,97
不知,96
激素,96
早上,95
到底,95
眼睛,94
专家,94
荨麻疹,94
上海,94
不疼不痒,93
诊断,93
周围,93
