医生,706
什么,689
现在,505
牙齿,491
请问,488
医院,459
没有,401
治疗,371
感觉,355
还是,280
检查,276
舌头,266
需要,261
牙龈,253
可以,251
最近,246
问题,241
这个,239
口腔,239
一直,239
有点,230
发现,223
开始,217
怎么,212
知道,212
手术,202
时候,199
但是,198
口腔溃疡,193
情况,184
正常,181
宝宝,174
谢谢,173
严重,166
怎么办,164
智齿,164
原因,163
一个,163
东西,159
已经,155
一下,154
今天,150
晚上,150
是不是,150
还有,148
症状,147
门牙,144
今年,144
应该,143
孩子,143
您好,143
早上,140
口臭,136
你好,135
出血,134
嘴巴,133
然后,126
疼痛,125
经常,124
睡觉,124
不会,124
几天,121
就是,121
里面,120
特别,115
一次,112
之前,112
因为,111
出来,108
这种,107
如果,107
一颗,106
不能,102
起来,102
每天,100
比较,99
牙疼,98
影响,98
明显,97
出现,97
这样,95
舌苔,93
一点,91
而且,90
不好,88
喉咙,88
建议,87
这是,85
两个,85
是否,85
自己,84
怎么回事,84
口腔科,84
舒服,84
有没有,84
之后,83
不是,81
其他,80
嘴唇,79
刷牙,79
可能,79
说话,78
神经,78
本人,78
一个月,77
目前,76
一样,76
溃疡,76
吃饭,75
发炎,75
左右,74
平时,74
如何,74
磨牙,74
矫正,74
10,73
哪个,73
上海,73
引起,72
昨天,72
很多,72
根管,71
两天,71
以前,71
咨询,70
周岁,69
下面,69
发烧,68
手足,68
有时候,68
蛀牙,68
容易,67
效果,67
有时,66
怀孕,66
或者,66
口苦,65
反复,65
小孩,65
白色,65
导致,64
中药,64
拔牙,63
结果,63
一年,63
后来,62
大便,62
23,62
处理,62
左边,62
感染,61
偶尔,61
所以,61
月经,61
右边,61
两颗,60
避孕药,60
厉害,59
时间,59
口水,59
大概,58
科室,58
20,56
看过,56
28,56
25,56
觉得,54
看看,54
多少,54
右侧,54
嘴里,53
27,53
中间,53
办法,53
伤口,53
好转,52
30,52
拔掉,52
去年,52
年龄,51
以后,51
身体,50
突然,50
24,50
越来越,50
当时,50
好像,49
左侧,49
儿子,49
九院,49
多久,48
补牙,48
做过,48
专家,48
肿痛,47
的话,46
各位,46
26,46
难受,46
囊肿,46
