男性,902
男科,540
早泄,457
泌尿外科,457
前列腺炎,365
手淫,197
包皮,171
障碍,157
阳痿,128
健康,128
两性,125
勃起,121
过长,107
性功能,94
前列腺,90
尿频,78
慢性,73
龟头炎,71
阴茎,69
精子,68
前列腺癌,45
增生,44
睾丸,42
静脉曲张,40
中医科,40
切开术,40
异常,40
精液,37
疼痛,37
备孕,37
精索,35
短小,34
射精,34
功能障碍,33
感染,31
遗精,29
无力,29
皮肤科,29
钙化,27
提问,26
互动,26
尿痛,25
乳腺,22
包茎,22
怀孕,20
外科,18
儿童,18
囊肿,17
尿急,15
内分泌科,13
乏力,13
儿科,13
梦遗,12
精症,12
内科,12
检查,12
尿道炎,11
包皮炎,11
皮肤性病,11
隐匿,10
肿瘤科,10
活力,10
精囊炎,9
发黄,9
发育,9
妇产科,9
阴囊,9
耳鸣,9
隐睾,9
液化,9
畸形,9
皮炎,8
不育,8
就医,8
攻略,8
性欲,8
积液,8
中医,8
骨科,8
失眠,7
糖尿病,7
湿疹,7
弱精,7
少精,7
乳房,7
瘙痒,7
排尿,7
肾虚,7
疾病,7
小儿,7
脱发,6
肾结石,6
阳萎,6
胀痛,6
减退,6
妇科,6
困难,6
硬结,6
综合征,6
神经内科,6
刺痛,6
疱疹,6
胃炎,6
血精症,6
手术,6
知识,6
保健,6
产科,6
龟头,6
艾滋病,5
肥胖,5
头晕,5
肿瘤,5
骨转移,5
乙肝,5
附睾炎,5
不孕,5
滑精,5
发烧,5
高血压,5
结石,5
硬度,5
不够,5
用药,5
指导,5
尿路感染,5
口腔科,5
毛囊炎,5
腹痛,4
梅毒,4
血尿,4
肥大,4
皮疹,4
消瘦,4
腰痛,4
掉头发,4
支原体,4
尿道感染,4
恶性肿瘤,4
水肿,4
消化,4
咳嗽,4
附睾,4
肿物,4
睾丸炎,4
养生,4
急性,4
产检,4
时间,4
肾内科,4
自慰,4
导致,4
呼吸,4
结节,3
肾囊肿,3
出汗,3
泌尿,3
睡眠,3
不好,3
双肾,3
出血,3
流产,3
鼻炎,3
焦虑,3
腹胀,3
心理,3
白癜风,3
等待,3
神经衰弱,3
育儿,3
胎停,3
少精症,3
盗汗,3
高危,3
性行为,3
性病,3
生殖器,3
孕产,3
皮肤,3
性冷淡,3
血管瘤,3
尖锐湿疣,3
偏瘦,3
延长,3
白内障,3
眼科,3
头痛,3
整美,3
护肤,3
息肉,2
阴囊炎,2
问题,2
特需,2
门诊,2
逆行,2
尿感,2
过敏性,2
低下,2
性交,2
发红,2
